ticker,event_time,signal,confidence
A,2025-09-25,buy,0.35229775309562683
AAPL,2025-09-24,buy,0.4164413511753082
ABBV,2025-09-25,buy,0.321595698595047
ABT,2025-09-25,sell,0.3297477960586548
ACN,2025-09-25,buy,0.5011579990386963
ADBE,2025-09-25,buy,0.33002492785453796
ADI,2025-09-25,sell,0.3251235783100128
ADM,2025-09-25,buy,0.3668106198310852
ADSK,2025-09-25,buy,0.35594862699508667
AFL,2025-09-25,sell,0.5234102606773376
ALK,2025-09-25,buy,0.4566652476787567
ALLE,2025-09-25,buy,0.530239999294281
AMCR,2025-09-25,sell,0.3261735737323761
AMD,2025-09-25,buy,0.5465381741523743
AME,2025-09-25,buy,0.3807203769683838
AMG,2025-09-25,buy,0.5075798630714417
AMGN,2025-09-25,sell,0.38979053497314453
AMP,2025-09-25,buy,0.48291343450546265
AMZN,2025-09-25,buy,0.5276868343353271
ANET,2025-09-25,buy,0.5468308925628662
AOS,2025-09-25,buy,0.49570438265800476
APA,2025-09-25,buy,0.3200974464416504
APD,2025-09-25,buy,0.3594265282154083
APTV,2025-09-25,buy,0.4520803689956665
ARE,2025-09-25,buy,0.3772774934768677
ARKF,2025-09-25,buy,0.43432730436325073
ARKG,2025-09-25,buy,0.42629796266555786
ARKK,2025-09-25,buy,0.5476354956626892
ARKQ,2025-09-25,buy,0.5829758644104004
ARKW,2025-09-25,buy,0.66715407371521
ATR,2025-09-25,buy,0.546587347984314
AVB,2025-09-25,sell,0.4331887662410736
AVY,2025-09-25,sell,0.35592901706695557
AXP,2025-09-25,buy,0.39409616589546204
BA,2025-09-25,buy,0.4450947344303131
BABA,2025-09-25,buy,0.407571017742157
BAX,2025-09-25,buy,0.38725748658180237
BBBY,2025-09-25,buy,0.3613162934780121
BEN,2025-09-25,buy,0.5333173871040344
BIDU,2025-09-25,buy,0.3366891145706177
BIIB,2025-09-25,buy,0.37364354729652405
BILI,2025-09-25,buy,0.5698450207710266
BLK,2025-09-25,buy,0.3759422302246094
BMY,2025-09-25,sell,0.3922920525074005
BR,2025-09-25,sell,0.46639716625213623
BSX,2025-09-25,buy,0.3022930920124054
BWA,2025-09-25,buy,0.4299237132072449
BXP,2025-09-25,buy,0.5935354828834534
C,2025-09-25,buy,0.6568176746368408
CB,2025-09-25,buy,0.37493249773979187
CBOE,2025-09-25,buy,0.570340633392334
CBRE,2025-09-25,buy,0.6656623482704163
CCL,2025-09-25,buy,0.45910707116127014
CDNS,2025-09-25,buy,0.36998599767684937
CDW,2025-09-25,buy,0.5074226260185242
CE,2025-09-25,buy,0.5875140428543091
CF,2025-09-25,buy,0.44370195269584656
CHRW,2025-09-25,buy,0.5829247832298279
CHTR,2025-09-25,buy,0.46160784363746643
CI,2025-09-25,sell,0.7068243622779846
CL,2025-09-25,buy,0.4675321578979492
CMCSA,2025-09-25,buy,0.46024855971336365
CMCSA,2025-09-25,buy,0.38409289717674255
CME,2025-09-25,sell,0.37950247526168823
CMG,2025-09-25,buy,0.5398534536361694
CMS,2025-09-25,sell,0.6475747227668762
CNP,2025-09-25,buy,0.4419914186000824
CNX,2025-09-25,buy,0.39125850796699524
COIN,2025-09-25,buy,0.5767773985862732
COO,2025-09-25,buy,0.5374003648757935
COST,2025-09-25,buy,0.5531166195869446
CPB,2025-09-25,sell,0.32778993248939514
CPRT,2025-09-25,buy,0.31272462010383606
CPT,2025-09-25,buy,0.42049041390419006
CRL,2025-09-25,buy,0.6730679869651794
CSCO,2025-09-24,buy,0.31944704055786133
CSGP,2025-09-25,buy,0.5787039399147034
CSX,2025-09-25,buy,0.6357853412628174
CTSH,2025-09-25,sell,0.3148413598537445
CTVA,2025-09-25,buy,0.3158436119556427
CVS,2025-09-25,sell,0.6741008162498474
CVX,2025-09-25,buy,0.6063740849494934
DD,2025-09-25,buy,0.6749352216720581
DG,2025-09-25,buy,0.30146321654319763
DGX,2025-09-25,buy,0.3834874927997589
DHI,2025-09-25,buy,0.551254391670227
DHR,2025-09-25,sell,0.3074973225593567
DIS,2025-09-25,buy,0.4281662702560425
DLTR,2025-09-25,buy,0.4493672847747803
DOV,2025-09-25,buy,0.46520575881004333
DRI,2025-09-25,buy,0.5676011443138123
DUK,2025-09-25,buy,0.34002184867858887
DVA,2025-09-25,buy,0.3762994110584259
DXC,2025-09-25,buy,0.31286105513572693
EA,2025-09-25,buy,0.4383198916912079
EBAY,2025-09-25,sell,0.5396147966384888
EDU,2025-09-25,buy,0.3180823028087616
EL,2025-09-25,buy,0.482608824968338
EMR,2025-09-25,buy,0.3139718174934387
ENPH,2025-09-25,buy,0.4881111681461334
EOG,2025-09-25,sell,0.4466238021850586
EQIX,2025-09-25,buy,0.5144668221473694
EQR,2025-09-25,buy,0.39521390199661255
ESS,2025-09-25,sell,0.30592861771583557
ETN,2025-09-25,buy,0.4308522939682007
ETR,2025-09-25,buy,0.4611378312110901
ETSY,2025-09-25,buy,0.4367506504058838
EXPD,2025-09-25,buy,0.6472344398498535
EXPE,2025-09-25,buy,0.4526975154876709
F,2025-09-25,sell,0.4836100935935974
FAST,2025-09-25,buy,0.4413403570652008
FCX,2025-09-25,buy,0.49292421340942383
FDX,2025-09-25,buy,0.41822549700737
FFIV,2025-09-25,buy,0.5869575142860413
FMC,2025-09-25,buy,0.4213101267814636
FOX,2025-09-25,buy,0.32481372356414795
FOXA,2025-09-25,buy,0.4766349196434021
FRT,2025-09-25,sell,0.46219128370285034
FTI,2025-09-25,buy,0.6012976765632629
FTV,2025-09-25,sell,0.5088520646095276
GD,2025-09-25,buy,0.42581412196159363
GE,2025-09-25,buy,0.349235862493515
GL,2025-09-25,buy,0.307513952255249
GLD,2025-09-25,buy,0.5627738237380981
GME,2025-09-25,buy,0.4537889361381531
GOOG,2025-09-25,buy,0.561415433883667
GOOGL,2025-09-25,buy,0.6100459694862366
GPC,2025-09-25,buy,0.3886016607284546
