ticker,event_time,signal,confidence
AAPL,2025-10-03,buy,0.6028021574020386
ABBV,2025-10-03,buy,0.40372639894485474
ABT,2025-10-03,sell,0.3878086507320404
ACN,2025-10-03,buy,0.6063889861106873
ADBE,2025-10-03,buy,0.31131887435913086
ADI,2025-10-03,sell,0.3485337197780609
ADM,2025-10-03,buy,0.3128895163536072
ADSK,2025-10-03,buy,0.4908812642097473
AES,2025-10-02,buy,0.4937446415424347
AFL,2025-10-03,buy,0.3978601396083832
AIV,2025-10-03,sell,0.42482855916023254
ALGN,2025-10-03,buy,0.4159781038761139
ALK,2025-10-03,buy,0.43058523535728455
ALLE,2025-10-03,buy,0.6054646372795105
AMAT,2025-10-03,buy,0.3225822150707245
AMD,2025-10-03,buy,0.33296605944633484
AME,2025-10-03,buy,0.5039027333259583
AMG,2025-10-03,buy,0.41103050112724304
AMGN,2025-10-03,buy,0.4100639522075653
AMP,2025-10-03,buy,0.5730078220367432
AMZN,2025-10-03,buy,0.4552328586578369
ANET,2025-10-03,buy,0.4092373549938202
AOS,2025-10-03,buy,0.45886456966400146
APA,2025-10-03,buy,0.38181158900260925
APD,2025-10-03,sell,0.35839858651161194
APTV,2025-10-03,buy,0.37146320939064026
ARKF,2025-10-03,buy,0.3700057566165924
ARKG,2025-10-03,buy,0.30942344665527344
ARKK,2025-10-03,buy,0.3015581965446472
ARKQ,2025-10-03,buy,0.5748209953308105
ARKW,2025-10-03,buy,0.5265893340110779
ATR,2025-10-03,buy,0.47420328855514526
AVY,2025-10-03,sell,0.4060295522212982
AXP,2025-10-03,buy,0.30808618664741516
BA,2025-10-03,sell,0.3277534246444702
BAC,2025-10-03,buy,0.31990447640419006
BBBY,2025-10-03,buy,0.5437994003295898
BIIB,2025-10-03,buy,0.32932671904563904
BILI,2025-10-03,buy,0.5979918241500854
BKR,2025-10-03,buy,0.5697329044342041
BLK,2025-10-03,buy,0.43328091502189636
BMY,2025-10-02,sell,0.41996240615844727
BR,2025-10-03,sell,0.4867831766605377
BSX,2025-10-03,sell,0.31826072931289673
BWA,2025-10-03,buy,0.3329894542694092
BXP,2025-10-03,buy,0.5022205114364624
C,2025-10-03,buy,0.5711262226104736
CAH,2025-10-03,buy,0.36289799213409424
CAT,2025-10-03,buy,0.3446076810359955
CB,2025-10-03,buy,0.39906325936317444
CBOE,2025-10-03,buy,0.6338395476341248
